CustomerID,PrimaryLegalName,CustomerType,RiskRating,KYC_Status,IsPEP,LastUpdatedDate,Gender,DateOfBirth,PlaceOfBirth_City,PlaceOfBirth_Country,IncorporationDate,IncorporationJurisdiction,BusinessActivityDescription,FullAddress,CurrentCity,ResidencyCountry,EmailAddress,DocumentType,ID_Number,IssuingCountry,ID_ExpiryDate,OfficeHeld,PEP_Jurisdiction,PEP_Level
CUST-EA3A36E0,苏璐,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1985-10-11,志强县,阿拉斯加,,,,陕西省梅市清浦屈路G座 755037,东莞县,伊拉克,wanna@example.com,License,QC84065500,伊拉克,2034-01-15,,,
CUST-7D6C49BC,赖岩,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1953-09-17,荣市,老挝,,,,青海省兵市东丽郭路F座 885181,建国市,马提尼克,dengmin@example.org,ID,LJ60010344,马提尼克,2028-11-17,,,
CUST-884D1695,Stefan Junk,Individual,Medium,Suspended,1,2026-03-18 16:37:59,Other,1969-01-08,Gütersloh,Kirgisistan,,,,"Kensyweg 91-68, 58188 Emmendingen",Stadtsteinach,Pitcairn,schulztillmann@example.com,ID,CE86416248,Pitcairn,2027-09-24,Ambassador,Britische Jungferninseln,L2-Medium
CUST-72F60081,Воронова Нонна Григорьевна,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2002-01-18,ст. Сальск,Монако,,,,"клх Шаховская, пер. Мира, д. 223 стр. 58, 332777",клх Чита,Киргизия,ntarasova@example.net,Passport,CW20741013,Киргизия,2034-06-05,,,
CUST-EBB09B48,Maryse Mathieu,Individual,Low,Suspended,0,2026-03-18 16:37:59,Female,1937-07-19,Saint Michèlenec,Saint Vincent et les Grenadines,,,,"38, boulevard Pauline Deschamps, 81774 Chevalier",Boucher-sur-Mer,Chine (Rép. pop.),marionwilliam@example.org,ID,UB75497986,Chine (Rép. pop.),2035-10-03,,,
CUST-CB628142,आदरवाचक शर्मिला मुख़र्जी,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1942-04-04,अनन्तपुर,लेसोथो,,,,"4/5 भट, अम्बाजी-810004",अगरतला,ब्रुनेई,vrony-caudhrii@example.com,License,TH29697818,ब्रुनेई,2034-02-11,,,
CUST-C23AF943,Ігор Коваленко,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1963-07-14,село Федорівка,Палау,,,,"вулиця Шухевича Романа, буд. 9 кв. 895, Шептицький, 72236",хутір Світловодськ,Ізраїль,tymofii06@example.org,License,JF09850779,Ізраїль,2033-10-30,,,
CUST-AC61CA14,"Obasanjo, Adetokunbo and Adetokunbo Corp",Entity,Low,Onboarded,0,2026-03-18 16:37:59,,,,,2010-10-22,Ukraine,Retail,"Unit 1358 Box 9872, DPO AA 77793",Akinwaleberg,South Georgia and the South Sandwich Islands,lokonkwo@example.net,Tax ID,PF70584420,South Georgia and the South Sandwich Islands,2035-08-11,,,
CUST-7B699D07,Варвара Петренко,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Other,2007-05-25,село Іловайськ,Іран,,,,"площа Джерельна, буд. 056, Суходільськ, 87221",місто Сватове,Ліберія,ilienkoviktor@example.net,ID,IY16799609,Ліберія,2031-04-16,,,
CUST-20428FB4,Kornelia Szczot,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2002-02-14,Olkusz,Sudan,,,,"ulica Popiełuszki 855, 96-038 Tczew",Zawiercie,Australia,jmaciejuk@example.com,License,NN64941823,Australia,2035-12-14,,,
CUST-5DBBBC95,Иосиф Гавриилович Кулаков,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1995-09-21,д. Тольятти,Австрия,,,,"к. Двинской, ш. Строителей, д. 2/4, 665319",к. Кежма,Белоруссия,guriseleznev@example.org,License,UM92847794,Белоруссия,2029-07-06,,,
CUST-52B07D6C,Dubois S.A.R.L. PLC,Entity,Low,Onboarded,0,2026-03-18 16:37:59,,,,,1997-06-01,Croatie,Import/Export,"82, rue de Lamy, 60114 Delmas",BerthelotBourg,Irlande,victorhuet@example.org,Tax ID,YW73007888,Irlande,2031-01-04,,,
CUST-CD0D0969,Matheus da Luz,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1993-10-12,Castro do Sul,Bermudas,,,,"Fazenda Marina Rocha, 7, Unidas, 40192-911 Cavalcante / MS",Fogaça de Mendonça,Antilhas Holandesas,opastor@example.com,Passport,MX11713003,Antilhas Holandesas,2027-10-10,,,
CUST-22F8D497,Andrea Franch Duque,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2005-12-11,Valladolid,Túnez,,,,"C. de Ramiro Ávila 8, Asturias, 35005",Murcia,Guinea Bissau,delfina58@example.com,License,CM46701420,Guinea Bissau,2029-02-26,,,
CUST-B2EDA820,প্রান্ত খান,Individual,High,Onboarded,0,2026-03-18 16:37:59,Other,1956-04-15,বরগুনা,আমেরিকান সামোয়া,,,,"বিল্ডিং নং ৩, নতুন বিরামচর, মহাদেবহার, লক্ষ্মীপুর, ৫৫০৫",নেত্রকোণা,মেক্সিকো,rdaas@example.net,License,MI58091868,মেক্সিকো,2031-06-17,,,
CUST-10FC6A39,Sarah Gonçalves,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2006-09-02,da Luz,Brasil,,,,"Recanto Siqueira, 70, Novo Ouro Preto, 26261111 das Neves / PA",Abreu,Brasil,saleslevi@example.org,Passport,VU52672731,Brasil,2035-02-12,,,
CUST-CCCA0DA4,عالية آل عايض,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1976-11-28,فصيلview,Norfolk Island,,,,"563 آل حسين Villages Apt. 377, East صائبberg, PW 85768",عبد الغنيburgh,New Zealand,oal-lskry@example.com,ID,ZL00723908,New Zealand,2028-09-13,,,
CUST-023DED0C,Maja Adler B.Sc.,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,2004-06-09,Hohenmölsen,Slowenien,,,,"Vollbrechtstr. 9960, 79503 Stadtroda",Holzminden,Mexiko,bfoerster@example.net,License,VV59600757,Mexiko,2035-07-15,,,
CUST-CC959DDC,Juan Mulet Rocha,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,2003-09-23,Tarragona,Rumania,,,,"Plaza Manola Riquelme 40 Apt. 81 , Cádiz, 12173",Cáceres,Trinidad y Tabago,dominga51@example.net,License,GA96358795,Trinidad y Tabago,2035-03-27,,,
CUST-539756E5,কাবেরি চৌধুরী,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1996-12-07,কুষ্টিয়া,ইরাক,,,,"ষ্টুডিও ৫, বাসা নং ৭৬০, কুতুবগ্রাম, তেরতলা, নীলফামারী, ৩৬১৬",সিলেট,ডেনমার্ক,xyaadb@example.com,ID,UX98771197,ডেনমার্ক,2034-11-09,,,
CUST-89AEE874,曾勇,Individual,Low,Suspended,0,2026-03-18 16:37:59,Male,1943-02-21,武汉县,圣赫勒拿,,,,广东省斌县清河佛山路k座 534310,柳州市,保加利亚,qianguiying@example.net,License,MM93807657,保加利亚,2028-01-29,,,
CUST-50ABEA08,Фоменко-Яценко Group,Entity,Low,Onboarded,0,2026-03-18 16:37:59,,,,,2022-11-05,Іран,Real Estate,"проспект Соціальна, буд. 71, Золоте, 95791",хутір Мена,Мозамбік,pylypholyk@example.net,Tax ID,DV65355095,Мозамбік,2035-06-12,,,
CUST-6DC10E83,Miss Olivia Sinclair,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1994-03-16,New Paigeton,Christmas Island,,,,"1 Denise Trace, Barnettborough, G31 7AF",East Abbieborough,Tajikistan,cherylburke@example.net,License,QZ43962909,Tajikistan,2034-08-16,,,
CUST-899EB0DE,周桂荣,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1955-01-26,瑞县,直布罗陀,,,,内蒙古自治区张家港市普陀沈阳街m座 431125,秀珍县,芬兰,yeyan@example.org,License,KW22722885,芬兰,2033-04-15,,,
CUST-328AA504,روبا آل قصير,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1976-03-31,New سنامchester,Antigua and Barbuda,,,,"59303 فداء Mountains Apt. 811, باهرةstad, NE 82221",North غانمview,Pakistan,shhdlmhn@example.com,Passport,VX05532448,Pakistan,2027-03-13,,,
CUST-D743EEB5,李霞,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1944-06-15,宜都市,多米尼加共和国,,,,甘肃省齐齐哈尔县江北叶路R座 415152,琴县,阿根廷,jun81@example.com,License,QF01133119,阿根廷,2032-02-27,,,
CUST-F417D782,鈴木 聡太郎,Individual,Low,Suspended,0,2026-03-18 16:37:59,Male,1942-11-22,西東京市,サウスジョージア・サウスサンドウィッチ諸島,,,,福岡県横浜市中区脚折34丁目9番12号 筑土八幡町シャルム861,豊島区,ガーンジー,taichiwatanabe@example.org,Passport,GW54316987,ガーンジー,2027-11-14,,,
CUST-0B4502C6,Peace Ibrahim,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1981-02-21,Port Nathaniel,Israel,,,,"Unit 0555 Box 8975, DPO AP 14607",South Marktown,Bouvet Island (Bouvetoya),daniel95@example.com,ID,BD79354569,Bouvet Island (Bouvetoya),2034-01-26,,,
CUST-0E5FFC13,Marcos Maestre Alcaraz,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1979-06-01,Madrid,Irán,,,,"Ronda Javiera Delgado 24, Burgos, 06790",Valencia,Tayikistán,zmachado@example.com,License,GR36390729,Tayikistán,2028-05-17,,,
CUST-56668B05,Kristy Reynolds,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1945-05-21,Rachel Ville,Libya,,,,"B23 L94 Mayon Drive, Neptune Grove Phase 3, Caloocan, 0534 Metro Manila",Cheryl Ville,South Korea,jessehobbs@example.com,License,RO14154472,South Korea,2030-07-01,,,
CUST-53188F20,赵霞,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1937-12-10,巢湖市,阿富汗,,,,内蒙古自治区武汉市锡山和路A座 972648,凤英县,圣马力诺,haoguiying@example.com,Passport,XW02204057,圣马力诺,2034-02-10,,,
CUST-AD93D191,বাদল চ্যাটার্জি,Individual,High,Onboarded,0,2026-03-18 16:37:59,Female,1978-03-27,রাজশাহী,গুয়াম,,,,"বিল্ডিং নং ৬৫, পূর্ব দেবপাড়া, বাঘারডাঙ্গা, মানিকগঞ্জ, ১৮৬০",ময়মনসিংহ,সেন্ট ভিনসেন্ট ও গ্রেনাডাইন দ্বীপপুঞ্জ,raashed61@example.com,License,KB00523946,সেন্ট ভিনসেন্ট ও গ্রেনাডাইন দ্বীপপুঞ্জ,2029-05-25,,,
CUST-1DA5EA2A,Alexandrie Mace,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1947-08-31,Saint Céline,Somalie,,,,"94, boulevard Alix Gaudin, 03495 Diaz",Blanchard-sur-Mer,Norfolk (Îles),jleconte@example.com,ID,JC79475021,Norfolk (Îles),2033-06-16,,,
CUST-DC892D2A,Taahaa Ubadah,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1944-03-18,Wafeeqton,Malta,,,,"52325 Jameel Dale, North Rayan, MT 06184",Lake Ibrahimside,Austria,ubaydtabassum@example.org,License,XS86377091,Austria,2030-03-19,,,
CUST-6AC0D28E,আয়ুষ বিশ্বাস,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1952-07-03,লক্ষ্মীপুর,ফিলিস্তিন অঞ্চল,,,,"হোল্ডিং নং ৫৯৩, মোল্লাকর্নার, শাজাহানমাটি, নেত্রকোণা, ৬৫৯১",মানিকগঞ্জ,মাইক্রোনেশিয়ার ফেডারেটেড স্টেটস,phaarihaabndopaadhyaay@example.net,License,CL85460080,মাইক্রোনেশিয়ার ফেডারেটেড স্টেটস,2030-03-01,,,
CUST-05F7CB68,माननीय प्रणव शर्मा,Individual,Low,Suspended,0,2026-03-18 16:37:59,Female,1977-01-16,सभापतिने,अरब अमीरात,,,,"1351 सावित्री घोष, अमरावती-547296",देवास,ज़ाम्बिया,thaapaashngkr@example.org,Passport,RZ11517285,ज़ाम्बिया,2034-07-19,,,
CUST-578E4274,Мамонтов Федор Измаилович,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1966-04-30,с. Плесецк,Сан-Томе и Принсипи,,,,"д. Белореченск, алл. Сурикова, д. 11 к. 4, 271357",г. Кижи,Франция,kononovmstislav@example.com,Passport,BX20181763,Франция,2032-03-21,,,
CUST-7D17D8ED,Emil Breś,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1937-05-08,Wyszków,Vanuatu,,,,"aleja Piekarska 74, 15-576 Gliwice",Nowy Sącz,Luxembourg,olgierdkarpiel@example.com,Passport,CQ87982977,Luxembourg,2035-04-15,,,
CUST-AF5BC16D,Wadood Ibraaheem,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Other,1984-01-29,West Jahdariland,Lesotho,,,,"5397 El-Amin Estate Suite 972, North Yaqeen, MP 09478",East Ikramahview,Estonia,tahoorraatib@example.net,ID,VH73221603,Estonia,2032-01-22,,,
CUST-220E11BE,Элеонора Львовна Большакова,Individual,Low,Blocked,0,2026-03-18 16:37:59,Male,1986-02-23,к. Учалы,Бурунди,,,,"г. Торжок, ш. Подлесное, д. 542 к. 7, 115042",п. Апрелевка,Люксембург,yzuev@example.org,Passport,PS21030164,Люксембург,2033-03-04,,,
CUST-968295F0,Anthony Pimenta,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1998-08-20,Moreira da Serra,Fiji,,,,"Via de Cunha, 14, Aarão Reis, 65394-419 Oliveira do Sul / TO",Melo,Camarões,xsilva@example.com,Passport,NQ97974764,Camarões,2033-03-20,,,
CUST-84BFADE7,मुक्ता सेन,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1956-11-13,मोतिहारी,वेनेजुएला,,,,"8146 प्रभाकर कलिता, असम 191338",चिराला,उज़बेकिस्तान,wrngraajn@example.org,ID,NU97472529,उज़बेकिस्तान,2028-01-29,,,
CUST-AD91BAA4,Axinte Popa,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Other,1984-08-16,Busteni,Lesotho,,,,"Drumul Catrina Diaconu Nr. 84, Caransebes, 338235",Strejnicu,East Timor,tudoritadiaconescu@example.org,ID,AR78467708,East Timor,2029-10-26,,,
CUST-F1D14CDF,Christina Mata,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Male,1974-06-25,Nicole Ville,Dominica,,,,"B07 L68 Taylor Drive, White Subdivision, Sevilla, 5790 Guimaras",Michelle Ville,Sri Lanka,henrydavid@example.org,License,BT27041228,Sri Lanka,2030-08-23,,,
CUST-DDE0DD85,Jean Hawkins-Rice,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1992-12-28,Mohammadbury,Anguilla,,,,"Flat 29, Samuel Hollow, South Molly, M8 7QY",Lorrainemouth,Liberia,ereid@example.net,ID,CH00064244,Liberia,2029-03-28,,,
CUST-E20E03AB,陈洁,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1984-07-18,西安市,希腊,,,,澳门特别行政区玉英县萧山成都路Y座 235231,西宁县,突尼斯,jing53@example.net,ID,QD50047704,突尼斯,2026-12-17,,,
CUST-7A260E0A,Timothée Olivier,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1938-12-04,Chartier,Honduras,,,,"6, rue de Garcia, 37102 Bertranddan",Legros,Danemark,robertroche@example.net,License,RI72062785,Danemark,2027-01-11,,,
CUST-4E87F8F5,सरला पिल्लईजी,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1965-11-01,सभापतिने,उज़बेकिस्तान,,,,"98/484 चटर्जी, अहमदनगर 166079",चंबा,ऑस्ट्रेलिया,ktrivedii@example.org,Passport,KR92991878,ऑस्ट्रेलिया,2027-11-24,,,
CUST-493CC72B,Mr Ross Power,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1991-01-22,Nicolastad,Belize,,,,"Studio 4, Smith Extension, Kerryville, W0 5NS",South Jasmine,Comoros,stephen75@example.com,ID,HT10961820,Comoros,2033-09-17,,,
CUST-733F3BAB,Luiz Gustavo Castro,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2003-02-27,Vargas,Congo-Brazzaville,,,,"Passarela de Freitas, 181, Novo Das Industrias, 99658-016 Vasconcelos / AP",Mendonça de Aragão,Tonga,souzaliam@example.com,License,HJ19367188,Tonga,2033-06-13,,,
CUST-2DCAF022,جالا الشايع,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1998-12-17,West هيثمside,Guernsey,,,,"7973 آل العسكري Brook Apt. 872, North معزّmouth, MD 17916",West فردوس,Cambodia,qsmlmgwl@example.net,License,QV84541247,Cambodia,2035-01-16,,,
CUST-9C4ACA66,Antonia Stan,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1974-09-22,Blaj,Russia,,,,"Bulevardul Mugurel Cristea, Savinesti, 585541",Pechea,Antigua and Barbuda,visariontoma@example.com,Passport,GZ07747050,Antigua and Barbuda,2030-12-21,,,
CUST-7D484A04,Till Rust,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1956-09-09,Nabburg,Mali,,,,"Annerose-Stadelmann-Ring 42/22, 06236 Kusel",Stade,Lesotho,dklotz@example.org,Passport,MX74611321,Lesotho,2030-08-01,,,
CUST-DEC413BA,Alexandria Dawson,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1960-06-08,Donnahaven,Dominican Republic,,,,"USCGC Gallagher, FPO AA 62855",South Helen,Suriname,benjaminalvarez@example.com,Passport,IF30745039,Suriname,2033-08-14,,,
CUST-EAAE2D9C,康婷,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1937-09-02,银川市,圣文森特岛,,,,上海市沈阳市城东王路O座 321724,博市,美国,li23@example.net,ID,UP01734850,美国,2035-06-27,,,
CUST-B7EB1364,Krystian Pastuła,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1967-01-11,Opole,Mauritius,,,,"aleja Maja 21, 55-989 Malbork",Tarnów,Bangladesh,olga78@example.org,Passport,GS61161155,Bangladesh,2026-11-17,,,
CUST-BA398A58,Tabassum Aadil,Individual,Low,Blocked,0,2026-03-18 16:37:59,Male,1980-09-04,New Madyan,Cyprus,,,,"240 Daniel Fork, North Naibtown, DC 90664",Danielview,Palau,waalam@example.org,License,TD51779729,Palau,2030-11-15,,,
CUST-CD60F4BB,黄红霞,Individual,Low,Blocked,0,2026-03-18 16:37:59,Female,1966-02-15,关岭县,英国,,,,重庆市红霞市沙湾太原街G座 173140,淑华县,日本,cuijuan@example.net,License,WQ40058696,日本,2035-02-02,,,
CUST-14C8AE29,Дан Рак,Individual,Low,Blocked,0,2026-03-18 16:37:59,Other,2002-08-30,село Шептицький,Шрі-Ланка,,,,"проспект Довга, буд. 3, Марганець, 79576",село Сокологірськ,Непал,gkylymnyk@example.com,ID,OH02711154,Непал,2032-08-24,,,
CUST-0D8DF512,الدكتور ظبي آل عطفة,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1981-01-20,الخرافيfort,Belize,,,,"USNS آل محمد بن علي بن جماز, FPO AE 48359",نوفmouth,Jamaica,fkhr-ldwynal-mhmd-bn-ly-bn-jmz@example.net,Passport,RZ16922479,Jamaica,2029-09-19,,,
CUST-A637E3BF,João Lucas Andrade,Individual,Low,Blocked,0,2026-03-18 16:37:59,Female,2001-07-04,Sousa do Sul,Maldivas,,,,"Recanto Almeida, 7, Vila Dos Anjos, 43816-349 Sampaio / PB",Rezende,Ilha Bouvet,gsiqueira@example.com,ID,IE87838952,Ilha Bouvet,2034-05-11,,,
CUST-6628ED90,斉藤 涼平,Individual,Low,Suspended,0,2026-03-18 16:37:59,Female,2004-04-26,狛江市,ウルグアイ,,,,山形県富里市平河町23丁目25番15号 西川アーバン950,川崎市幸区,ブーベ島,sayurisaito@example.org,Passport,AU39496087,ブーベ島,2030-08-22,,,
CUST-C44B16AA,শুভশ্রী সেন,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1980-04-24,গাজীপুর,লিবিয়া,,,,"বিল্ডিং নং ৩৩২, দক্ষিণ বিরামগঞ্জ এভিনিউ, সখিখালি, গাজীপুর, ৩৬১১",ব্রাহ্মণবাড়িয়া,কোকোস দ্বীপপুঞ্জ,buddin@example.net,License,VJ30543724,কোকোস দ্বীপপুঞ্জ,2036-03-03,,,
CUST-248ADAEE,আরিয়া সেন,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1980-10-11,নরসিংদী,স্বালবার্ড এবং জানমায়েন দ্বীপপুঞ্জ,,,,"বাসা নং ৮৭, পলাশডাঙ্গা, দেবীতলা, নরসিংদী, ৩২৪৩",বাগেরহাট,কোরিয়া,sinpriyaa@example.com,License,TG75228309,কোরিয়া,2032-05-08,,,
CUST-98755428,Merche Osuna Montaña,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1956-07-05,Cuenca,Jordania,,,,"Via Timoteo Cases 56 Piso 0 , Las Palmas, 33234",Granada,Islas Marshall,brigida12@example.net,ID,EU05614440,Islas Marshall,2031-11-28,,,
CUST-F978C10B,Nathan Rich,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1949-04-14,Thomas Ville,Venezuela,,,,"Room 4216 Kaimito Place, 518 Garnet Street, Parañaque, 0944 Metro Manila",Scott Ville,Belize,mark54@example.org,License,BC84047377,Belize,2031-05-10,,,
CUST-C5CD641E,Vinicius Rios,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1939-08-07,Novais,Finlândia,,,,"Praia Rafael da Cunha, 56, Cruzeiro, 17921-514 Correia de Fogaça / RO",Ramos,Arábia Saudita,luiz-gustavo19@example.net,ID,AJ87673294,Arábia Saudita,2033-08-15,,,
CUST-B315306B,Sarah Chukwu,Individual,Low,Onboarded,1,2026-03-18 16:37:59,Male,1947-07-07,South Nathanielchester,Togo,,,,"67612 Nnamani Coves Apt. 600, Jamesberg, NJ 67117",North Jamesville,Belize,cadeyemi@example.net,ID,EK02798699,Belize,2032-12-03,Judge,Armenia,L1-High
CUST-02AB1E78,Daniel Black,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1955-07-11,South Cheryl,Bosnia and Herzegovina,,,,"283 Eric Mews Suite 339, South Markville, PA 99895",West Jillian,Sweden,hbrown@example.com,ID,LI77722729,Sweden,2029-01-30,,,
CUST-C0CCD9E9,Inge Carsten-Scheibe,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1997-11-28,Zossen,Republik Moldau,,,,"Neureuthergasse 53/80, 74101 Hersbruck",Fallingbostel,Laos,rabeaspiess@example.net,ID,RX94601527,Laos,2030-06-03,,,
CUST-02F3CBD6,Lili Dobre,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1954-05-04,Plosca,Sweden,,,,"Aleea Dima Nr. 175, Strehaia, 862168",Baraolt,Central African Republic,rebecanistor@example.net,Passport,RG01389532,Central African Republic,2029-02-03,,,
CUST-27C1B055,Крюкова Любовь Павловна,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Other,1976-09-29,к. Катайск,Япония,,,,"ст. Троицко-Печорск, ул. Марта 8, д. 223 стр. 305, 107313",г. Любань,Кипр,silinatamara@example.net,Passport,HQ46180923,Кипр,2033-12-07,,,
CUST-57C80EFD,Paul Oyekan,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Male,1991-03-12,West Faith,Brunei Darussalam,,,,"74135 Okonkwo Valley Suite 203, Faithland, MN 97966",West Comfortbury,Isle of Man,joyekwueme@example.org,Passport,PC50325904,Isle of Man,2035-11-22,,,
CUST-4B8B9E7B,Нина Артемовна Ершова,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1964-08-05,к. Дмитров,Джибути,,,,"к. Кашхатау, ул. Гаражная, д. 4 стр. 852, 881377",г. Вытегра,Коморы,nina1972@example.org,ID,UV75219128,Коморы,2031-04-14,,,
CUST-756E4C42,Katie Williams,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1949-08-05,Jamesshire,Samoa,,,,"72351 Armstrong Loop Apt. 758, West Lindachester, DC 76466",East Lindafurt,Luxembourg,dmoore@example.net,ID,HB06432502,Luxembourg,2031-11-16,,,
CUST-43AFA6AD,Omar Mahbub,Individual,High,Onboarded,0,2026-03-18 16:37:59,Female,2000-06-15,East Sabahat,Congo,,,,"26222 Yawer Common, New Tahseenhaven, PA 93565",South Dayyaanberg,Marshall Islands,nadeemtahmaseb@example.org,ID,DX44690161,Marshall Islands,2031-06-17,,,
CUST-D77BCAA2,岡本 里佳,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1958-07-18,大網白里市,マカオ,,,,岡山県富津市丸の内42丁目3番9号 幸手シャルム184,長生郡長柄町,スリランカ,syoshida@example.net,ID,WT62655177,スリランカ,2032-03-28,,,
CUST-D968BA38,الآنسة وفاء آل علي,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1982-08-11,Port دليلville,Russian Federation,,,,"526 شربتلي Mountain, Lake أجوانbury, NE 45841",بيلسانland,Monaco,shmkhfsyl@example.org,Passport,UE13442802,Monaco,2031-11-30,,,
CUST-400D3A0E,Peter Ekwueme,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1985-04-24,Port Joshuastad,Holy See (Vatican City State),,,,"3148 Andrew Tunnel Apt. 801, West Joseph, PR 15788",Lake Julietport,New Zealand,hopeokonkwo@example.org,License,HS25258871,New Zealand,2028-11-20,,,
CUST-5B4F969D,韩芳,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1977-01-03,伟县,利比亚,,,,上海市兵县上街上海路x座 934587,辽阳市,斯洛伐克,jiangjuan@example.net,License,VR95660575,斯洛伐克,2035-03-10,,,
CUST-CB40F03B,Casey Walters,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1937-12-03,Paul Ville,Equatorial Guinea,,,,"8428 Antares Road, San Quintin, 3733 Albay",Ann Ville,Rwanda,ruthbryant@example.net,License,HY57223514,Rwanda,2033-08-12,,,
CUST-D8028C87,বাকের মিঞা,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1988-08-13,কক্সবাজার,ভিয়েতনাম,,,,"অ্যাপার্টমেন্ট ৪, বাড়ী নং ৩, শরণস্টেশন, সুবর্ণগ্রাম, পঞ্চগড়, ৭৪৯৭",পিরোজপুর,পোল্যান্ড,ashuklaa@example.com,Passport,IV16231369,পোল্যান্ড,2030-12-01,,,
CUST-873D25B2,Paweł Jałowiec,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1959-06-21,Czerwionka-Leszczyny,Portugal,,,,"ul. Sucharskiego 74/51, 37-400 Sopot",Pabianice,Pakistan,kamila75@example.com,License,ON85617986,Pakistan,2030-01-13,,,
CUST-6431A94E,Онисим Єрмоленко,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1976-05-31,селище Коростень,Ямайка,,,,"набережна Венгера, буд. 104, Тульчин, 63568",село Вишгород,ДР Конго,larysaieshchenko@example.com,Passport,TS95698201,ДР Конго,2034-07-01,,,
CUST-587B66E1,Adèle-Gabrielle Lévêque,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Other,1975-01-17,Guibert,Estonie,,,,"9, avenue Rémy, 55775 Moreno",Georges,Timor,lacombetheodore@example.org,Passport,XV40342845,Timor,2034-11-06,,,
CUST-68026C17,pani Justyna Kopczyk,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Other,1974-05-12,Tychy,Ecuador,,,,"al. Pszenna 788, 27-763 Oświęcim",Kędzierzyn-Koźle,Nauru,urszula82@example.org,Passport,RD87407271,Nauru,2034-01-10,,,
